match_api_id,season,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,team_api_id,team_long_name,id,team_fifa_api_id,team_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass
489133,2008/2009,9825,8586,4,4,9825,Arsenal,72,1,9825,2011-02-22 00:00:00,75,Fast,,Little,40,Mixed,Free Form,40,Normal,45,Normal,65,Normal,Free Form,50,Medium,40,Press,45,Normal,Cover
489133,2008/2009,9825,8586,4,4,9825,Arsenal,73,1,9825,2012-02-22 00:00:00,25,Slow,,Little,32,Short,Organised,41,Normal,34,Normal,30,Little,Free Form,57,Medium,57,Press,52,Normal,Cover
489133,2008/2009,9825,8586,4,4,9825,Arsenal,74,1,9825,2013-09-20 00:00:00,30,Slow,,Little,29,Short,Organised,41,Normal,55,Normal,39,Normal,Free Form,64,Medium,54,Press,52,Normal,Cover
489133,2008/2009,9825,8586,4,4,9825,Arsenal,75,1,9825,2014-09-19 00:00:00,59,Balanced,51,Normal,26,Short,Organised,28,Safe,55,Normal,64,Normal,Free Form,51,Medium,44,Press,52,Normal,Cover
489133,2008/2009,9825,8586,4,4,9825,Arsenal,76,1,9825,2015-09-10 00:00:00,59,Balanced,51,Normal,30,Short,Organised,28,Safe,44,Normal,46,Normal,Free Form,51,Medium,44,Press,52,Normal,Cover
489134,2008/2009,8549,8456,2,0,8549,Middlesbrough,830,12,8549,2010-02-22 00:00:00,70,Fast,,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover
489134,2008/2009,8549,8456,2,0,8549,Middlesbrough,831,12,8549,2011-02-22 00:00:00,66,Balanced,,Little,51,Mixed,Organised,64,Normal,64,Normal,48,Normal,Organised,54,Medium,44,Press,49,Normal,Cover
489134,2008/2009,8549,8456,2,0,8549,Middlesbrough,832,12,8549,2012-02-22 00:00:00,60,Balanced,,Little,72,Long,Organised,40,Normal,56,Normal,72,Lots,Organised,38,Medium,42,Press,42,Normal,Cover
489134,2008/2009,8549,8456,2,0,8549,Middlesbrough,833,12,8549,2013-09-20 00:00:00,60,Balanced,,Little,40,Mixed,Organised,40,Normal,56,Normal,57,Normal,Organised,38,Medium,42,Press,52,Normal,Cover
489134,2008/2009,8549,8456,2,0,8549,Middlesbrough,834,12,8549,2014-09-19 00:00:00,60,Balanced,28,Little,56,Mixed,Organised,49,Normal,56,Normal,72,Lots,Organised,38,Medium,42,Press,42,Normal,Cover
489134,2008/2009,8549,8456,2,0,8549,Middlesbrough,835,12,8549,2015-09-10 00:00:00,60,Balanced,32,Little,46,Mixed,Organised,43,Normal,55,Normal,37,Normal,Organised,38,Medium,42,Press,42,Normal,Cover
489135,2008/2009,8559,8668,0,1,8559,Bolton Wanderers,198,4,8559,2010-02-22 00:00:00,55,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,45,Normal,Organised,35,Medium,70,Double,35,Normal,Cover
489135,2008/2009,8559,8668,0,1,8559,Bolton Wanderers,199,4,8559,2011-02-22 00:00:00,45,Balanced,,Little,70,Long,Organised,55,Normal,70,Lots,50,Normal,Organised,40,Medium,55,Press,50,Normal,Cover
489135,2008/2009,8559,8668,0,1,8559,Bolton Wanderers,200,4,8559,2012-02-22 00:00:00,57,Balanced,,Little,56,Mixed,Organised,45,Normal,54,Normal,54,Normal,Organised,48,Medium,48,Press,58,Normal,Cover
489135,2008/2009,8559,8668,0,1,8559,Bolton Wanderers,201,4,8559,2013-09-20 00:00:00,57,Balanced,,Little,53,Mixed,Organised,42,Normal,38,Normal,54,Normal,Organised,39,Medium,48,Press,58,Normal,Cover
489135,2008/2009,8559,8668,0,1,8559,Bolton Wanderers,202,4,8559,2014-09-19 00:00:00,57,Balanced,37,Normal,73,Long,Organised,72,Risky,43,Normal,56,Normal,Organised,39,Medium,48,Press,58,Normal,Cover
489135,2008/2009,8559,8668,0,1,8559,Bolton Wanderers,203,4,8559,2015-09-10 00:00:00,57,Balanced,34,Normal,61,Mixed,Organised,72,Risky,60,Normal,38,Normal,Organised,39,Medium,48,Press,58,Normal,Cover
489136,2008/2009,8667,8455,0,3,8667,Hull City,597,1952,8667,2010-02-22 00:00:00,65,Balanced,,Little,60,Mixed,Organised,70,Risky,70,Lots,55,Normal,Organised,70,High,70,Double,70,Wide,Cover
489136,2008/2009,8667,8455,0,3,8667,Hull City,598,1952,8667,2011-02-22 00:00:00,49,Balanced,,Little,52,Mixed,Organised,64,Normal,64,Normal,37,Normal,Organised,46,Medium,46,Press,67,Wide,Cover
489136,2008/2009,8667,8455,0,3,8667,Hull City,599,1952,8667,2012-02-22 00:00:00,61,Balanced,,Little,48,Mixed,Organised,38,Normal,60,Normal,54,Normal,Organised,38,Medium,42,Press,46,Normal,Cover
489136,2008/2009,8667,8455,0,3,8667,Hull City,600,1952,8667,2013-09-20 00:00:00,63,Balanced,,Little,48,Mixed,Organised,38,Normal,60,Normal,54,Normal,Organised,34,Medium,37,Press,46,Normal,Cover
489136,2008/2009,8667,8455,0,3,8667,Hull City,601,1952,8667,2014-09-19 00:00:00,56,Balanced,35,Normal,51,Mixed,Organised,54,Normal,60,Normal,48,Normal,Organised,38,Medium,37,Press,46,Normal,Cover
489136,2008/2009,8667,8455,0,3,8667,Hull City,602,1952,8667,2015-09-10 00:00:00,56,Balanced,40,Normal,55,Mixed,Organised,54,Normal,49,Normal,56,Normal,Organised,38,Medium,37,Press,46,Normal,Cover
489137,2008/2009,10194,8472,1,0,10194,Stoke City,1243,1806,10194,2010-02-22 00:00:00,65,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,35,Medium,70,Double,35,Normal,Cover
489137,2008/2009,10194,8472,1,0,10194,Stoke City,1244,1806,10194,2011-02-22 00:00:00,50,Balanced,,Little,80,Long,Organised,30,Safe,70,Lots,35,Normal,Organised,25,Deep,65,Press,50,Normal,Cover
489137,2008/2009,10194,8472,1,0,10194,Stoke City,1245,1806,10194,2012-02-22 00:00:00,75,Fast,,Little,75,Long,Organised,40,Normal,72,Lots,55,Normal,Organised,50,Medium,58,Press,45,Normal,Cover
489137,2008/2009,10194,8472,1,0,10194,Stoke City,1246,1806,10194,2013-09-20 00:00:00,75,Fast,,Little,73,Long,Organised,59,Normal,61,Normal,38,Normal,Organised,32,Deep,37,Press,41,Normal,Cover
489137,2008/2009,10194,8472,1,0,10194,Stoke City,1247,1806,10194,2014-09-19 00:00:00,48,Balanced,24,Little,55,Mixed,Organised,51,Normal,57,Normal,37,Normal,Organised,38,Medium,40,Press,41,Normal,Cover
489137,2008/2009,10194,8472,1,0,10194,Stoke City,1248,1806,10194,2015-09-10 00:00:00,48,Balanced,41,Normal,49,Mixed,Organised,51,Normal,59,Normal,49,Normal,Organised,44,Medium,37,Press,51,Normal,Cover
489138,2008/2009,8650,8462,1,0,8650,Liverpool,743,9,8650,2010-02-22 00:00:00,50,Balanced,,Little,35,Mixed,Organised,50,Normal,60,Normal,70,Lots,Organised,40,Medium,60,Press,40,Normal,Cover
489138,2008/2009,8650,8462,1,0,8650,Liverpool,744,9,8650,2011-02-22 00:00:00,60,Balanced,,Little,50,Mixed,Organised,40,Normal,45,Normal,60,Normal,Organised,55,Medium,55,Press,50,Normal,Cover
489138,2008/2009,8650,8462,1,0,8650,Liverpool,745,9,8650,2012-02-22 00:00:00,60,Balanced,,Little,60,Mixed,Organised,48,Normal,73,Lots,53,Normal,Organised,50,Medium,48,Press,62,Normal,Cover
489138,2008/2009,8650,8462,1,0,8650,Liverpool,746,9,8650,2013-09-20 00:00:00,39,Balanced,,Little,44,Mixed,Organised,42,Normal,34,Normal,54,Normal,Organised,59,Medium,52,Press,61,Normal,Cover
489138,2008/2009,8650,8462,1,0,8650,Liverpool,747,9,8650,2014-09-19 00:00:00,71,Fast,48,Normal,32,Short,Organised,34,Normal,41,Normal,61,Normal,Organised,51,Medium,48,Press,62,Normal,Cover
489138,2008/2009,8650,8462,1,0,8650,Liverpool,748,9,8650,2015-09-10 00:00:00,66,Balanced,60,Normal,45,Mixed,Organised,34,Normal,34,Normal,46,Normal,Organised,51,Medium,52,Press,61,Normal,Cover
489139,2008/2009,10252,8655,3,2,10252,Aston Villa,77,2,10252,2010-02-22 00:00:00,70,Fast,,Little,59,Mixed,Organised,65,Normal,70,Lots,50,Normal,Free Form,30,Deep,70,Double,30,Narrow,Cover
489139,2008/2009,10252,8655,3,2,10252,Aston Villa,78,2,10252,2011-02-22 00:00:00,65,Balanced,,Little,50,Mixed,Organised,45,Normal,55,Normal,50,Normal,Organised,35,Medium,45,Press,65,Normal,Cover
489139,2008/2009,10252,8655,3,2,10252,Aston Villa,79,2,10252,2012-02-22 00:00:00,67,Fast,,Little,58,Mixed,Organised,44,Normal,60,Normal,56,Normal,Organised,43,Medium,50,Press,52,Normal,Cover
489139,2008/2009,10252,8655,3,2,10252,Aston Villa,80,2,10252,2013-09-20 00:00:00,63,Balanced,,Little,59,Mixed,Organised,52,Normal,55,Normal,34,Normal,Organised,39,Medium,41,Press,54,Normal,Cover
489139,2008/2009,10252,8655,3,2,10252,Aston Villa,81,2,10252,2014-09-19 00:00:00,66,Balanced,32,Little,72,Long,Organised,63,Normal,48,Normal,56,Normal,Organised,39,Medium,42,Press,52,Normal,Cover
489139,2008/2009,10252,8655,3,2,10252,Aston Villa,82,2,10252,2015-09-10 00:00:00,63,Balanced,37,Normal,54,Mixed,Organised,60,Normal,48,Normal,38,Normal,Organised,35,Medium,44,Press,54,Normal,Cover
489140,2008/2009,10261,8659,2,1,10261,Newcastle United,893,13,10261,2010-02-22 00:00:00,70,Fast,,Little,60,Mixed,Organised,65,Normal,70,Lots,60,Normal,Organised,45,Medium,65,Press,45,Normal,Cover
489140,2008/2009,10261,8659,2,1,10261,Newcastle United,894,13,10261,2011-02-22 00:00:00,55,Balanced,,Little,50,Mixed,Organised,60,Normal,50,Normal,60,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
489140,2008/2009,10261,8659,2,1,10261,Newcastle United,895,13,10261,2012-02-22 00:00:00,54,Balanced,,Little,54,Mixed,Organised,54,Normal,68,Lots,48,Normal,Organised,52,Medium,48,Press,42,Normal,Cover
489140,2008/2009,10261,8659,2,1,10261,Newcastle United,896,13,10261,2013-09-20 00:00:00,58,Balanced,,Little,72,Long,Organised,48,Normal,51,Normal,46,Normal,Organised,41,Medium,39,Press,51,Normal,Cover
489140,2008/2009,10261,8659,2,1,10261,Newcastle United,897,13,10261,2014-09-19 00:00:00,54,Balanced,33,Little,47,Mixed,Organised,47,Normal,51,Normal,39,Normal,Organised,56,Medium,54,Press,51,Normal,Cover
489140,2008/2009,10261,8659,2,1,10261,Newcastle United,898,13,10261,2015-09-10 00:00:00,58,Balanced,45,Normal,49,Mixed,Organised,47,Normal,54,Normal,46,Normal,Organised,41,Medium,39,Press,51,Normal,Cover
489141,2008/2009,9879,8528,2,0,9879,Fulham,479,144,9879,2010-02-22 00:00:00,60,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,40,Medium,35,Press,40,Normal,Cover
489141,2008/2009,9879,8528,2,0,9879,Fulham,480,144,9879,2011-02-22 00:00:00,50,Balanced,,Little,55,Mixed,Organised,45,Normal,55,Normal,40,Normal,Organised,45,Medium,35,Press,50,Normal,Cover
489141,2008/2009,9879,8528,2,0,9879,Fulham,481,144,9879,2012-02-22 00:00:00,48,Balanced,,Little,45,Mixed,Organised,38,Normal,62,Normal,54,Normal,Organised,38,Medium,38,Press,62,Normal,Cover
